rank,bigram,frequency,relative_frequency_per_1000_bigrams
87,很多门还规定玩家要打xx个法师才能给你打开 你又不是怪猎能把每个法师都做得很有趣,1,0.165426
88,你又不是怪猎能把每个法师都做得很有趣 这遍地乱刷干扰玩家的复制粘贴怪真的打到吐,1,0.165426
89,这遍地乱刷干扰玩家的复制粘贴怪真的打到吐 异常折磨,1,0.165426
90,异常折磨 这种一周目强制玩家体验的机制锁每个周目都要锁一遍太恶心了,1,0.165426
91,这种一周目强制玩家体验的机制锁每个周目都要锁一遍太恶心了 等打到长老矮林进了屋子之后,1,0.165426
92,等打到长老矮林进了屋子之后 到处是要砍两刀的火球怪,1,0.165426
93,到处是要砍两刀的火球怪 能硬控玩家的飞行椅子怪,1,0.165426
94,能硬控玩家的飞行椅子怪 要砍四刀才死的高攻兵,1,0.165426
95,要砍四刀才死的高攻兵 外加上随机刷新在地图里招小怪的法师,1,0.165426
96,外加上随机刷新在地图里招小怪的法师 真的绝了,1,0.165426
97,真的绝了 高周目无任何新内容,1,0.165426
98,高周目无任何新内容 本来可以快速推掉的,1,0.165426
99,本来可以快速推掉的 结果非得挨个砍死路上的怪才能过去,1,0.165426
100,结果非得挨个砍死路上的怪才能过去 跑酷不了一点,1,0.165426
