recommendationid,steamid,num_games_owned,num_reviews,playtime_forever,playtime_last_two_weeks,playtime_at_review,deck_playtime_at_review,last_played,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,developer_response,timestamp_dev_responded,primarily_steam_deck
165972201,76561198035007127,399,27,1343,0,1343,,1716557091,german,"Als ein Spieler des ersten Teil (Salt and Sancutary) hatte ich große Hoffnungen und freute mich, als ein Nachfolger angekündigt wurde. Ich kam also mit Erwartungen an das Spiel und einige davon wurden erfüllt, andere weniger.
Im Vergleich zum Vorgänger wird in diesem Spiel deutlich mehr wert auf das Kämpfen selbst gelegt, so viel sogar, dass du die meiste Zeit mit diesen verbringen wirst.

Kurzform: Falls du nur einen schnellen Eindruck haben willst: Erwarte kein Salt and Sanctuary 2, dies ist eher ein 2D-Monsterhunter mit einem knappen Hintergrund vor dem Universum von Salt and Santuary. Die Story ist nahezu irrelevant und für die Geschichte gibt es nur eine einzige Entscheidung am Ende und die ist nahezu irrelevant.
Insgesamt würde ich dem Spiel 6/10 Punkte geben, ich wollte es zuende spielen, werde jedoch höchstwahrscheinlich keinen zweiten Run starten. Durch die repetitive Art verbringst du viel Zeit dieselben Minibosse immer und immer wieder zu töten, was schlussendlich als zentrale Spielmechanik der Spielererfahrung mehr schadet als hilft.

Was mochte ich: 
Das Spiel bietet anspruchsvolle Main-Story-Bosse, bei denen du als Spieler sehr wohl aufpassen musst. Der Grafikstil ist wie schon beim Vorgänger mit handgezeichneten Grafiken sehr schön und gibt dem Spiel eine gute Atmosphäre, die durch die Musik nur weiter erhoben wird. Die Level sind auch gut gestaltet, Collectables ordentlich verteilt.

Monsterhunter statt Metroidvania
Das Spiel wird nach der Einführung sehr repetitiv. Was ich damit meine ist, dass du gut die Hälfte deiner Spielzeit damit zubringen wirst, Bosse durch die Level zu jagen, die vor dir wegrennen. Diese Magier, wie sie genannt werden, haben jeweils ein Element, einer mag ein WIndmagier sein, der andere ein Nekromant. Dies ist zunächst sehr schön, wandelt sich jedoch schnell von Freude zu Frust, als dass diese Magier ähnlich wie Monster in den Monsterhunter-Spielen immer wieder auftauchen und deine Ausrüstung von diesen Magiern abhängig ist. Du kannst Ausrüstung auch normal finden, jedoch geht das Meiste durch diese repetitiven Magier. Weiterhin wirst du diese, egal ob du sie nun jagst oder nicht, im Level finden, wobei sie dir gut im Weg stehen können oder das Backtracken durch sie Regionen unnötig langsam macht. Diesen Teil der Gameplays kann man mögen oder auch nicht, je nachdem womit du Spaß findest, jedoch leidet in meinen Augen das allgemeine Spiel unter dieser Jagdtidee, da die eigentlichen Bosse, die du abseits der Magier treffen wirst, praktisch irrelevant werden und im Hintergrund verschwinden. Allgemein sorgt dies alles für ein sehr vollgestopftes Level, in denen an allen Enden überall etwas rumläuft und es sich mehr wie ein Schlachtfeld anfühlt, als eine ominöse Jagdt nach wirklichen Bossen. Da ich den eigentlichen Stil von Salt and Sanctuary mochte, stieß mir dies schnell schlecht auf.

Ohne Magier wärs besser gewesen!
Ein weiteres Problem ist, dass manche Gegner die Tendenz zeigen, immer wieder, nahezu ohne Cooldown angreifen, was in den sowieso schon oft engen und auch sehr vertikalen Leveln dazu führen kann, dass du von etwas gestriffen wirst und daraufhin in den Tod stürzt. Ebenso sorgt dieses stetige Angreifen dafür, dass du zwar einen anspruchsvollen Kampf findest, dieser jedoch aus den falschen Gründen schwer ist, da derselbe AoE mehrfach am Stück fliegen kann und dir praktisch keinen Raum zum Ausweichen lässt, wodurch es statt zu einem methodischen Kampf zu einer hektischen Prügelei verkommt. Da die Bosse alle ungefähr dasselbe Moveset haben, jedoch sich ihr Element unterscheidet, bietet dies keine wirkliche Abwechslung während des Spielens. Es sieht gut aus, verliert sich aber im Schema und irgendwann fühlt es sich alles gleich an, sogar soweit, dass ich den meisten Spaß in Regionen hatte, in denen es keine Magier gab.
Da diese Magier jedoch für deine Ausrüstung relevant sind und du auch den Großteil deiner Upgrade-Materialien von diesen Magiern bekommst, kannst du sie schlecht ignorieren. Entwickler, kehrt bitte zu eurem ersten Spiel im Stil zurück.

Weniger ist mehr!
In all diesem Sturm gehen dabei viele Eindrücke für die Region verloren, insofern hätte ich mir hier eher wenige, aber stärkere Gegner gewünscht, anstatt das ständige Chaos auf dem Bildschirm. Salt and Sanctuary hat das in meinen Augen deutlich besser gemacht. Durch die Bossinflation in Sacrifice verlieren die einzelnen Bosse jede Bedeutung und schlussendlich wirkt das Spiel mager, da die Story lediglich ein Hindergrund für die Magierjagdt ist und bis zum Ende nahezu irrelevant im Spielgeschehen verschwindet. 

Story/Inhalt/Handlung
Da ich mir nach Sanctuary mehr aus dem Setting erhofft hatte, hat mich dies hier sehr enttäuscht. Falls du das Spiel für das Setting kaufen würdest, dann würde ich dir eher andere Spiele empfehlen, denn die Handlung dieses Spiel könnte man in einem 5 minütigen YouTube Video zusammenfassen. Einerseits versucht das Spiel tiefe zu simulieren, indem es an vielen Stellen wie dem Skilltree einzelne Kommentare hinterlässt, jedoch kann man all diese optionalen Dinge mit ""Magier sind Böse und müssen getötet werden"" zusammenfassen. Der Hauptstrang fühlt sich ebenso an, du wird lediglich durch die Regionen gejagt, woraufhin du ein neues Level für deinen Teleporter findest. Dieses Spiel hätte auch ""Magehunter123"" heißen können, abseits von 2 Arealen fühlt es sich an, als ob die Entwickler die Handlung vollständig vergessen oder ignoriert hätten.

Multiplayer
Die Multiplayer-Erfahrung ist praktisch abseits von Coop mit Freunden nicht vorhanden. Da dieses Spiel im Schnitt die Hälfte der Spielerschaft von Sanctuary hat, wird sich das auch nicht groß ändern. Funktionieren tut der Multiplayer, jedoch verschärft er nur die oben genannten Probleme, wodurch ich dieses zu vermeiden suchte.

Abschließend: Falls du Monsterhunter magst, oder einfach nur hirntot irgendetwas dreschen willst, dann lohnt sich das hier vielleicht für dich, jedoch wirst du mehr Spaß aus einem neuen Run in Sanctuary ziehen, während du weiterhin auf Bloodborn for PC wartest. Schade eigentlich. 6/10",1716561729,1716561729,False,3,0,0.536144614219665527,0,True,False,False,,,False
165966659,76561199088071857,0,37,234,0,185,,1716557936,brazilian,"Um""Dark Souls"" 2D",1716554987,1716554987,True,0,0,0.5,0,True,False,False,,,False
165934934,76561198241852568,76,5,3870,0,2246,,1717986085,portuguese,Eu particularmente gostei. Varias classes,1716500626,1716500626,True,0,0,0.5,0,True,False,False,,,False
165875281,76561198056536756,0,16,1425,0,1425,,1716410219,english,"So, I was enjoying the game until it got stupidly repeatative.  The same ♥♥♥♥, die a thousand times learning patterns and barely beating the bosses, mage hunts that get annoying really ♥♥♥♥♥♥♥ quick, and a lack luster story that wasn't worth playing all the way through before i uninstalled it.

Then comes the issue with losing a ♥♥♥♥ load of salt earned by a cheap shot en route to recovering said salt after dying to lose said salt in the first place (a major problem i have with the first game as well). I earn about 100K salt just to die by a cheap mage using 2 eyeball creatures to shield him from all damage, then on my wat back to said mage, get killed by miss timing a shot and getting combo'd into oblivion (Straw that broke the camel's back).

  I get the whole ""it's a hard game and U need 2 git guud"" thing, but Salt and Sanctuary did a far better job with its learning curve.

All that being said, play Salt and Sanctuary if you haven't already, avoid this game and save your time.",1716410833,1716410833,False,0,1,0.5,0,True,False,False,,,False
165537283,76561198138655263,222,14,1240,0,336,,1716443789,schinese,"先叠个甲，二代没玩过首发版本，也没有体验过多人游戏，一代是被epic平台赠送，经过十几个小时的游玩后也是无意间遇到最终boss草草通关了。
这一代的美术还是如同一代那样赏心悦目 )，操纵小人打出的一招一式都非常有打击感，此二者是我在这款游戏里最喜欢的两点。
同时经过长时间的沉淀后，目前面貌的盐与献祭在游玩过程中并没有让我血压飙高的时刻，从小怪到boss的战斗，再到装备与武器制作系统都较为让我满意。特别地，要说一说精巧地地图系统，可传送的篝火非常少，但是实际上每个传送点在解锁大大小小的捷径后能“统辖”一大块区域，因而在实际的游玩过程中，我并没有像IGN编辑所说的那样感到跑图的折磨。另钩爪和传送绳等道具的加入使得实际的游玩体验大有一种移步换景的效果。综合以上，想把2024年2.0版本的《盐与献祭》推荐给大家。

—————————————————————————————————————————

二十小时白金了，聊一聊通关后的感受：
他妈的狭窄平台上的sB怪还有陷阱是真该死！",1715960222,1716384718,True,2,1,0.541984736919403076,0,True,False,False,,,False
165833533,76561198022228352,0,16,1187,0,727,,1716459274,english,"I took the other reviews with a grain of salt (no pun intended) and thought maybe it's a matter of taste. Well, if it is, my taste is I absolutely hate this. In the first area I mostly had fun - a bit like Monster Hunter, good pacing.

The second area was a bit iffy. Often frustrating, many unfair situations. If the signature of Soulslike games is ""tough, but fair"" or ""if you die, it's your own fault"", then this is not a Soulslike, and it begins to become evident here. Fighting multiple mages at once is fun at first but rapidly becomes a chore or a war of attrition. You attack them, maybe you die or retreat to get supplies, but it doesn't matter since most of the fights are persistent. Even so, most gear is crafted from mage parts, so you're going to be grinding. On top of this sometimes a mage may become completely entrenched on a platform with no way to climb up without being knocked back down.

By the third and fourth areas the problem was very evident: Running through the entire hub every time just to go to a different area. Too many traps that are too hard to see and too hard to dodge. Most of the traps just send you flying off a ledge, but tend to juggle you. There's also terrible platform layouts combined with frustrating controls - dodge and grapple are the same button, for example., or how grappling itself doesn't work straight up and has no direction control, or how inconsistent air attacks can be done.

I paid $10 for this but I still don't think it was worth the money. I hate to say it but my life would have been better if I didn't play this game. There's some good ideas in here for sure, but the execution is just not fun - this game is more like a job.",1716353358,1716353358,False,3,0,0.543474972248077393,0,True,False,False,,,False
165819796,76561198082487591,0,14,3591,0,3260,,1720052099,english,"TLDR: I kinda liked the good points of the game but absolutely HATED the bad ones.

I bought and kept playing this game because I wanted a metroidvania so bad. Also the purchase had a discount so it was kinda worth it.

The game has some okay highs and some ABYSSAL downs. I'll list some of them below:

PROS:
- The gameplay is very similar to salt and sanctuary but the builds are funnier to play and I tested a lot of them (Light armor is still terrible).

- The game is short but if you take your time to look for and hunt the mages it can be quite a nice length.

- Overall exploration was good.

- Enemy variety was also good despite some repetitions here and there.

CONS:
- The Hub. The portal that takes you to other maps are SO FAR AWAY from the starting point. Why? You need to visit the hub everytime and EVERY SINGLE TIME YOU NEED TO RUN AROUND TO REACH THE PORTAL

- Overall platforming. The platform movement in this game is terrible and the game has quite a lot of them.

- FLYING F**KING ENEMIES. What's with those flying enemies that keep shooting you waaaay out of your reach and they also can fly through walls and even if you have projectiles (arrows, throwing axes etc) you STILL can't hit them if they want to hide behind a wall.

- ENEMIES EDGE GUARDING. Sometimes the enemies will walk around and will choose to stay right at the edge of a platform that you want to climb. You have iframes in the edge grab animation but the enemies will start attacking as soon as you finish the animation. If you're able to try and jump over the edge, the enemy will still hit you and whatever hits you in the air COMPLETELY removes your momentum, so you fall straight down. It is even worse when a large enemy decides to edge camp you because in this case you're COMPLETELY unable to grab the edge or jump over. You need to wait for the enemy to leave the edge or kill them with a ranged weapon. The worst situation that happened to me was a mage in temple of embers that decided to edge camp a platform that you needed to use the grappling hook. There was no place to stay on so I could fire ranged weapons. I needed to constantly jump at him and use my melee attack only to fall and take 60% of my HP several times until the mage decided to teleport.

- Enemies invading boss arenas. This one kinda explains itself.

- Traps... just traps everywhere. Traps in this game are barely visible and they're simply everywhere. The damage that they deal gave me the impression that they're not designed to exactly kill you. Instead, their focus is to simply deal a considerable amount of damage and knock you off of a platform so you need to climb aaaaalll over again.

- The mage system that is the core of the game. This is either love it or hate it because the mages are bosses that summon minions around the map and they keep teleporting around so you need to chase and kill them. The terrible thing is that they don't stay dead. They keep respawning even if you don't rest at the obelisks. Sometimes in the second map (Bol something) they even spawn exactly at the obelisk so you need to fight or avoid him right at the spawn point. And it's even worse when they decide to teleport near annoying enemies. The good news is that they'll fight each other but you still would need to wait for their fight to end or risk get ganked by all of them at once. Also it happened to me in one of the last maps (dragonsomething peak) that THREE mages spawned in the same area. It was a nightmare.

- OST is just as lacking as salt and sanctuary but the first game at least had the still palace and nameless god ost which was kinda nice. This game doesn't have a single good song",1716329685,1716330371,False,26,2,0.732285261154174805,0,True,False,False,,,False
165818149,76561198815962029,0,5,2072,0,2072,,1716312235,ukrainian,"It wasn't a copy of 1st Salt and Sanctuary. Was it good or bad? I don't know, but that game gave me what I wanted and I'm glad for it)",1716327356,1716327356,True,1,0,0.523809552192687988,0,True,False,False,,,False
165802608,76561198818016630,334,2,1195,0,1195,,1716308612,schinese,差登顶成就，懒得打了，献祭感觉比避难所差一点，但是也还能玩，希望这个系列还有，所以好评，建议感觉难用大刀，不着急其实会好打很多，流程有点短,1716308742,1716308816,True,0,0,0.5,0,True,False,False,,,False
165798635,76561197994789713,0,32,619,0,444,,1716476677,tchinese,"連線方式
到赦罪谷的下方傳送門右邊的合作面板
開房者自定義密碼，像是ABB
連線的人就輸入ABB
然後就會自動搜尋了",1716304167,1716304167,True,0,0,0.5,0,True,False,False,,,False
165792617,76561199200431721,0,3,3226,0,230,,1739033124,schinese,真的一边骂一边打，有些地方设计得很阴间但是在我接受范围内，能忍的话还是可以玩的，也没有那么烂。好评就当给这个ip的吧…………无所谓盐批会溺爱,1716296755,1716296755,True,10,1,0.652749061584472656,0,True,False,False,,,False
165779785,76561198282730739,0,19,1312,0,1073,,1770314809,english,kick butt,1716273412,1716273412,True,0,0,0.5,0,True,False,False,,,False
165728786,76561198078512770,0,87,1453,0,1453,,1716199889,english,"It's something I guess. Neither I enjoyed it completely nor hated it. I also know that if I have to replay any of this, Salt and Sanctuary all the way. And whoever said this was closer to a Monster Hunter rather than metroidvania, you have definitely not played the game at all.",1716200061,1716200061,True,0,0,0.5,0,True,False,False,,,False
165726062,76561198295982806,195,14,561,0,561,,1716161029,thai,Disapointing Hunting Game,1716195143,1716195143,False,0,0,0.5,0,True,False,False,,,False
165725063,76561199239708847,0,6,2762,0,2550,,1717915822,tchinese,低血壓治療器,1716193195,1716193195,False,0,1,0.5,0,True,False,False,,,False
165712008,76561198384736253,399,65,1278,0,391,,1752556299,english,"Played it for free on Epic Games before they yanked my account from me for no reason, absolutely love this game. Please SKA Studios, make DLC for this, or add a third entry, these games are wicked good.",1716169021,1716169021,True,1,0,0.5,0,True,False,False,,,False
165707543,76561199176312200,0,3,1346,0,246,,1717700774,english,I had to sacrifice to get salt,1716162393,1716162393,True,1,0,0.476190477609634399,0,False,False,False,,,False
149696178,76561198820195638,137,6,1044,0,5,,1774611268,schinese,还是比一代差些细节,1699350246,1716117778,True,11,1,0.555966317653656006,0,True,False,False,,,False
165659075,76561198060463051,0,17,1714,0,1714,206.0,1716109176,english,"Good Game. I will agree with others that the first game is the better of the two, but I did have a fun time playing through this one. Hoping they make another one in the same universe.",1716109252,1716109252,True,12,0,0.5777474045753479,0,True,False,False,,,False
165655287,76561198120349765,0,3,3326,0,2701,,1716206260,russian,"This is definitely a good game, worth to play, but I think first game (S&Sanctuary) was much better.
Few thoughts/remarks:
1. Game force You to run around same locations over and over again in process of slaying mages (mini-bosses). This can be very boring after few times.
2. You all time fight mini-bosses (mages), and BOSS FIGHTS ceases to be exciting - they became easy and routin.
3. BOSS-slaying REWARDS became less satisfying, because You don't get any unic rewards - only exp and few talismans. No unic ingredients, items (usually), - nothing.
4. CRAFTING became much easier, but lost elements of discovery, searching for ingredients, combinations - just farm mini-bosses and choose items from list.
5. PARRYING became useless. And as a fan it hurts me :D
A) Even weaker mobs need to be parried 2-3 times to became stunned. And You can't parry few hits in a row, because off cooldown, so You need to parry last hits of combo or take remaining hits on block for not getting hit.
B) Game makes a very bad job in explaining this mechanic. Parrying seems to be really useless, except, maybe using of some amulets-daggers-rings could make parrying a good way to play.",1716103897,1716103897,True,0,0,0.5,0,True,False,False,,,False
165513490,76561199509531514,0,8,2104,0,1829,,1716257371,schinese,一坨dabian,1715925301,1716099459,True,0,0,0.5,0,True,False,False,,,False
165597453,76561198066244543,0,205,1167,0,1167,,1716036104,schinese,"打完了，说个比较形象的比喻吧，玩家将在这款动作冒险游戏里体验到真三国无双里的杂兵一模一样的感受，法师，拦路头目和精英都是无双中的那些赵云，吕布之类的无双角色，AI就像我高中时疯狂拍打键盘享受割草的样子，形象，太TMD的形象了。

游戏初版我没体验过，不过看过视频评测，倒地和采摘现在都有无敌帧了，法师不会在追逐终局乱入，即使有乱入也会被直接踢出场景，传送功能实装，不用追法师到吐，无意义的跑图时间节省下来了，重甲也不会被一次秒，而是能顶住一次跑远喝个血如此循环（AI是离远了就变SB，玩远程可以轻松拿捏）但最影响体验的核心问题并没有做好，比如近战玩法就是抢招换血，所有强敌都是疯狂按手柄X,并打完一套后接个Y变招接着搞你心态，他们不会停，绝不会停！

说个开始玩那段时间非常搞我心态的一个操作设定改动，下梯子的判定动作在这一作改了，要判定成功必须手柄左摇杆在按前进的同时下拉，不然是无法产生下梯子的交互动作的，很神奇吧，游戏不是操作越做越丝滑，而是越做越累赘。

推荐自己的简易通关方法，我刚玩前两个小时一度想要删游戏给差评，但后来我发现了这游戏TO的武器模组——巨锤，巨锤的重击作为起手是有霸体的，也方便抢招（重击是可以稳定出怪硬直的，普通攻击不仅没法一击打出敌人硬直，同时攻击范围非常短，你能想象到一把长矛的攻击范围不如一把刺剑的攻击范围长吗？幽默一样的攻击判定设计，什么样的脑子能想出这玩意来的），因为游戏怪AI的问题，近战利用霸体招拼血是最优解，接着就是加点物理战士老办法，加负重上限，游戏早期重甲最好的是石头法师换的那套，后期可以换恶魔法师那套，不过正如我游戏时长所代表的那样，我没怎么刷，我是混搭重甲一直打到通关的。

然后多人根本联机没有人，买的人都少，能堵着气再体验它的其他内容大概也没什么必要吧


我认为这款游戏在更新到2.0后目前最大的问题是玩法和AI问题，AI的优先级更高，因为AI问题，游戏所谓构筑的玩法多数不成立，远程瞄准很操蛋，即使是堆补正也看不出它有什么大的作用，那伤害真幽默。玩过前作对这个续作还是挺失望的，精美的画面风格和还算有趣的世界观却有一个不合理的玩法和烂AI，尤其是体验盐与避难所多次，PS4版还做了全成就，盐避的BOSS逻辑是在出招前有固定起手动作，变招前必有闪避和起身翻滚开的操作行为，即使是女巫它也有变招前的前摇，因此我很不能理解这一作会在敌人攻击动作设计方面出问题，那个设计成熟，极具特色的前作竟然是出自同一个开发团队之手？我很困惑，这也导致我对Ska的编程能力相当质疑

在最后，我对可以看到这篇评论的玩家真正想给出的是不推荐！不推荐购买这款即使大修也依然很烂的作品
                                                 这就好比饺子里包屎，扒开就臭。

给好评的原因是玩之前的期待值就低（都褒贬不一了，心里多少是有数的），盐1情怀加成，加上这次改成怪猎式的玩法还是有点意思的，剧情也比较戳我XP。

这游戏的世界被法力所形成的雾霾所笼罩，追逐元素技能的法师如获至宝似的汲取这纯粹的力量进而令肉身化为诡异莫名的畸形，而法力四溢的源头竟是神罚所外溢出的躯壳，终局我选了爬树结局，（愿我们这些支持开发团队的玩家能够得到这些开发者最起码的尊重，一款好作品离不开主创团队的努力和坚持，合作才能让一款独具特色的作品呈现更好的状态，而一款好作品则是会在每位玩家余下的人生中被记住）这也是我心中的期盼，期盼能有第三部作品重现一代的辉煌",1716037650,1716086335,True,2,0,0.541284441947937012,0,True,False,False,,,False
165642714,76561199069482723,0,25,767,0,360,,1754396682,spanish,"de lo mejor 
",1716085942,1716085942,True,0,0,0.5,0,True,False,False,,,False
