rank,token,frequency,relative_frequency_per_1000_tokens
78,メトロイドヴァニア要素もあるが前作とは大きく違う,1,1.972387
79,キャンプエリアからワープして各エリアに行く方式,1,1.972387
80,逃走するボスを追いかけるクソみたいな素材集め,1,1.972387
81,モンハンのマネしちゃいけない要素をマネしている,1,1.972387
82,テンポが悪くなるだけなのに面倒やイライラが,1,1.972387
83,ソウルライクは面白いんでしょう,1,1.972387
84,と勘違いしてる,1,1.972387
85,ラーメンを頼んだのに違う麺類が出てきた内容で,1,1.972387
86,失望した人も多いがゲーム自体はまぁ普通にやれる,1,1.972387
87,理解が進むと面白くなって来るのも確か,1,1.972387
88,望んで無い方向に進化した失望の続編の死にゲーを,1,1.972387
89,誰か楽しくやれると言うのだろうか,1,1.972387
90,イライラに耐えてやトライア,1,1.972387
91,エラーを,1,1.972387
92,モチベーションが無い人がやると秒で駄作認定,1,1.972387
93,この作品から始めた人なら楽しめるとは思う,1,1.972387
94,前作を期待してるなら買ってはいけない,1,1.972387
95,楽しめるわけがない,1,1.972387
96,薄々気が付いてはいたがワープできるエリアが少ない,1,1.972387
97,ボリューム不足を素材集めとボスの鬼ごっこで,1,1.972387
98,稼いでいるような気がしてならない,1,1.972387
99,酷評レビューが多く見られるけどそこまで悪い印象は無いかな,1,1.972387
100,って感じ,1,1.972387
101,ゲームの理不尽部分で不満を感じて本作の面白い要素に触れられていない人が多い印象,1,1.972387
102,というより今作は前作以上のスルメゲー,1,1.972387
103,スルメゲーのだと思った説明をば,1,1.972387
104,武器種が多い,1,1.972387
105,他のソウルライクと同じで,1,1.972387
106,武器種が豊富なのはgood,1,1.972387
107,同じ武器種でもステータス補正とかモーション速度とか武器属性とかが変わるから,1,1.972387
108,とりあえツインダガーだから作成する,1,1.972387
109,ぐらいの気持ちでプレイしたほうが楽しい,1,1.972387
110,例を挙げるとダッシュ攻撃の移動距離が違うや,1,1.972387
111,強攻撃の速度が速いなど,1,1.972387
112,一律に後半武器が強い,1,1.972387
113,っていうことはない,1,1.972387
114,攻撃速度がクッソ遅い代わりにクッソ高い攻撃力で相手を殴れる武器とか,1,1.972387
115,強攻撃でチェーンソーモードにできる武器,1,1.972387
116,前作の鋼のセンティピードとか不死鳥の尾みたいなの,1,1.972387
117,もあるよ,1,1.972387
118,入手が簡単とは言っていない,1,1.972387
119,武器の火力に直結するステータスは,1,1.972387
120,筋力,1,1.972387
121,技量,1,1.972387
122,魔力,1,1.972387
123,信念,1,1.972387
124,知力,1,1.972387
125,運の六つで,1,1.972387
126,それ以外では生命力,1,1.972387
127,頑強のステータスが存在している,1,1.972387
128,武器種によってステータス補正が変わっているのは前作と同じだね,1,1.972387
129,敵に囲まれて死ぬのが嫌なら頑強のステータス上げようね,1,1.972387
130,対策があるのに使わないで文句を言うのはやめようね,1,1.972387
131,火力を求めるなら生命力,1,1.972387
132,頑強,1,1.972387
133,は不要だ,1,1.972387
134,無限周回,1,1.972387
135,軽ロリ最強,1,1.972387
136,今作は武器の種類が近接で13種類,1,1.972387
137,遠距離で6種類,1,1.972387
138,魔法が2種類ある,1,1.972387
139,近接武器が2スロット,1,1.972387
140,遠距離武器が1スロットで分かれているため,1,1.972387
141,前作みたいに剣からの銃コンボ,1,1.972387
142,は無くなった,1,1.972387
143,火打ちの剣はリストラです,1,1.972387
144,その代わりに近接武器には神聖or禁忌の魔法が割り振られている,1,1.972387
145,禁忌を使うと不浄が溜まるとかは無くて,1,1.972387
146,ただの種類分け,1,1.972387
147,武器の攻撃力と攻撃範囲を強化するエンチャントとか魔導師が使ってきた魔法,1,1.972387
148,クソデカタツマキ,1,1.972387
149,とかを使用できる,1,1.972387
150,フォーカスを消費して魔法を使う武器と,1,1.972387
151,レイジ,1,1.972387
152,敵を攻撃したら勝手に溜まっていく,1,1.972387
153,を使う武器があるのは注意点かな,1,1.972387
154,フォーカス魔法は連打出来て,1,1.972387
155,レイジ魔法は連打出来ない,1,1.972387
156,ぐらいの認識でok,1,1.972387
157,基本的な戦闘は近接で戦って,1,1.972387
158,死にそうなときや空を飛んでいる面倒くさい敵を倒すようで遠距離武器を使う,1,1.972387
159,一週目は遠距離ちくちくでボスを倒せるから禁止しようね,1,1.972387
160,自分のお気に入りはツインダガー,1,1.972387
161,鞭構成です,1,1.972387
162,近接と中距離で無双していけ,1,1.972387
163,隙自語,1,1.972387
164,最強の運ゲー周回要素として,1,1.972387
165,アーティファクト厳選というものがあってだな,1,1.972387
166,簡単に説明すると,1,1.972387
167,モンハンの護石,1,1.972387
168,ある一定のレベルまでは素材で強化出来るけど,1,1.972387
169,それ以上,1,1.972387
170,40レベルの物とか,1,1.972387
171,はボスのドロップで狙うしか無いです,1,1.972387
172,この要素をつまらない,1,1.972387
173,クソゲー,1,1.972387
174,っていう人はそもそも周回ゲー向いてないです,1,1.972387
175,引退です,1,1.972387
176,アップデートを重ねて不便だった部分が解消されてき,1,1.972387
177,ストレスを感じる部分が少なくなっている,1,1.972387
178,ノックバック中に追撃ダメージを受けなくなってるとか,1,1.972387
179,非戦闘時はスタミナ無限でずっとダッシュ出来るようになったり,1,1.972387
180,オベリスク間でワープできるようになったりで利便性はよくなっている,1,1.972387
181,確かに魔導士の追いかけっこパート,1,1.972387
182,雑魚パートは面倒くさいけど,1,1.972387
183,クエスト中だったら死んでも魔導師の位置は変わっていないから同じ場所に戻ればいいだけ,1,1.972387
184,防具を一式作るってなると野良徘徊の魔導師を倒さないといけないから少し面倒くさいかな,1,1.972387
185,防具なんて必要ねーんだよ,1,1.972387
186,最後に,1,1.972387
187,マルチプレイは最高に面白いです,1,1.972387
188,pvpは強武器と頑強ステータス盛らないと勝つの難しいけど,1,1.972387
189,それもまた楽しめるように,1,1.972387
190,オンライン協力はホストにステータスが合わせられるので,1,1.972387
191,100レベルのプレイヤーが1レベルのプレイヤーを全力キャリーとかはできません,1,1.972387
192,ホストのレベル,1,1.972387
193,まで下げられたはず,1,1.972387
194,追加コンテンツでpvp専用エリア,1,1.972387
195,ボスラッシュが追加されたので,1,1.972387
196,ご友人と一緒にプレイするのがお勧めです,1,1.972387
197,マルチプレイなら蘇生もできるしね,1,1.972387
198,pvpエリアは人がいないので,1,1.972387
199,時間の無駄です,1,1.972387
200,侵入狙ってるほうがまだ可能性があります,1,1.972387
