rank,bigram,frequency,relative_frequency_per_1000_bigrams
65,ヴァンファードという盾 片手剣のセット武器しか盾は使えないしパリィも無い,1,1.607717
66,片手剣のセット武器しか盾は使えないしパリィも無い 武器には個別にスキルが付いている場合が多いのだが,1,1.607717
67,武器には個別にスキルが付いている場合が多いのだが 神聖,1,1.607717
68,神聖 禁忌の2つに分かれていてさらにそれぞれにフォーカス消費,1,1.607717
69,禁忌の2つに分かれていてさらにそれぞれにフォーカス消費 mp,1,1.607717
70,mp レイジ消費,1,1.607717
71,レイジ消費 攻撃により溜まるゲージ,1,1.607717
72,攻撃により溜まるゲージ の2つに分かれており,1,1.607717
73,の2つに分かれており スキルツリーで神聖か禁忌のどちらかを上げていないとただ武器を振り回すことになる,1,1.607717
74,スキルツリーで神聖か禁忌のどちらかを上げていないとただ武器を振り回すことになる つまり筋力武器に禁忌のスキルが付いてたり神聖のスキルが付いてたりするから筋力しか能力を上げてないとまるで武器が使えないぞ,1,1.607717
75,つまり筋力武器に禁忌のスキルが付いてたり神聖のスキルが付いてたりするから筋力しか能力を上げてないとまるで武器が使えないぞ 筋力武器の選択肢が少ないし弱い,1,1.607717
76,筋力武器の選択肢が少ないし弱い 技量武器の方が強い,1,1.607717
77,技量武器の方が強い 大きい武器が弱い,1,1.607717
78,大きい武器が弱い 前作を比べるとリーチ周りがかなり弱体化していて強みが無い,1,1.607717
79,前作を比べるとリーチ周りがかなり弱体化していて強みが無い ボスの攻撃も苛烈なので後隙の大きい武器は一撃すら入れられない場合が多い,1,1.607717
80,ボスの攻撃も苛烈なので後隙の大きい武器は一撃すら入れられない場合が多い 得意の強靭削りも小型武器のコンボ攻撃で十分なので使う価値が無い,1,1.607717
81,得意の強靭削りも小型武器のコンボ攻撃で十分なので使う価値が無い おまけ評価,1,1.607717
82,おまけ評価 マップが選択式になったため,1,1.607717
83,マップが選択式になったため 前作のような実は頭上の遥か上に隠しステージが,1,1.607717
84,前作のような実は頭上の遥か上に隠しステージが という感動が無い,1,1.607717
85,という感動が無い ゲーム体験として一つ大事なものを失っている,1,1.607717
86,ゲーム体験として一つ大事なものを失っている ボスの造形が皆同じ,1,1.607717
87,ボスの造形が皆同じ 騎士,1,1.607717
88,騎士 バケモノ,1,1.607717
89,バケモノ 空中タイプ,1,1.607717
90,空中タイプ デカいドラゴン,1,1.607717
91,デカいドラゴン 前作はボス戦前の蝋燭が見えたら一体どんな敵が来るのかとワクワクしていたんだけど,1,1.607717
92,前作はボス戦前の蝋燭が見えたら一体どんな敵が来るのかとワクワクしていたんだけど ゲーム体験として一つ大事なものを失っている,1,1.607717
93,ゲーム体験として一つ大事なものを失っている 面白い所は前作から引き継いだ少ないsasの要素が楽しいくらいなのでこの作品はオススメしない,1,1.607717
94,面白い所は前作から引き継いだ少ないsasの要素が楽しいくらいなのでこの作品はオススメしない サンクチュアリの方を買え,1,1.607717
95,h1 ハッキリと断言する,1,1.607717
96,ハッキリと断言する 前作が好きな人ほど買うな,1,1.607717
97,前作が好きな人ほど買うな h1,1,1.607717
98,h1 前作が面白いから次回作も面白いと思ったらそんなことはなかったぜ,1,1.607717
99,前作が面白いから次回作も面白いと思ったらそんなことはなかったぜ 前作に比べて良い所,1,1.607717
100,前作に比べて良い所 驚くことに何一つない,1,1.607717
