token,negative_frequency,positive_frequency,negative_relative_per_1000,positive_relative_per_1000,difference_per_1000,log_ratio
召喚的小怪,1,0,3.154574,0.0,3.154574,31.554798
可以放棄了,1,0,3.154574,0.0,3.154574,31.554798
吃得屎中屎,1,0,3.154574,0.0,3.154574,31.554798
各區可能風格迥異的運作模式,1,0,3.154574,0.0,3.154574,31.554798
各捷徑也是設置的非常不精巧根本不會有,1,0,3.154574,0.0,3.154574,31.554798
同時應該是彈反時機的完美防禦僅只減少耐力消耗,1,0,3.154574,0.0,3.154574,31.554798
同時每張地圖除了美術風格有差之外基本類似套路,1,0,3.154574,0.0,3.154574,31.554798
問題是沒遊戲體驗,1,0,3.154574,0.0,3.154574,31.554798
回看自己一代遊玩時數雖僅是二代兩倍,1,0,3.154574,0.0,3.154574,31.554798
因為1代對這代有期待,1,0,3.154574,0.0,3.154574,31.554798
在攀爬中又砍你兩刀,1,0,3.154574,0.0,3.154574,31.554798
在漆黑的環境中基本上沒什麼徵兆,1,0,3.154574,0.0,3.154574,31.554798
在祭壇石這個地圖的詩唱廳區域,1,0,3.154574,0.0,3.154574,31.554798
在遇到長兵器類型的敵人時,1,0,3.154574,0.0,3.154574,31.554798
地圖中有大量相隔一扇開啟的門,1,0,3.154574,0.0,3.154574,31.554798
地圖中碰到的非大型敵人的跨越地形追擊能力太強了,1,0,3.154574,0.0,3.154574,31.554798
多久了bug還沒修,1,0,3.154574,0.0,3.154574,31.554798
大家玩一代就好了,1,0,3.154574,0.0,3.154574,31.554798
大棒的攻,1,0,3.154574,0.0,3.154574,31.554798
大量堆怪讓追逐過程非常煩躁,1,0,3.154574,0.0,3.154574,31.554798
大量怪物有固定的擊飛或擊倒,1,0,3.154574,0.0,3.154574,31.554798
天賦樹雖然看起來與一代相似,1,0,3.154574,0.0,3.154574,31.554798
天賦與裝備,1,0,3.154574,0.0,3.154574,31.554798
太噁心人了,1,0,3.154574,0.0,3.154574,31.554798
好像沒有這麼糟糕,1,0,3.154574,0.0,3.154574,31.554798
如果唔係特價買,1,0,3.154574,0.0,3.154574,31.554798
如果給遊戲打個分會有5,1,0,3.154574,0.0,3.154574,31.554798
如果還有下一代能回歸初心,1,0,3.154574,0.0,3.154574,31.554798
學魔物獵人還學不明白要刷boss還要去固定點位開任務不然就要靠賽遇到,1,0,3.154574,0.0,3.154574,31.554798
完全把二代當成新遊戲來玩比較能夠接受,1,0,3.154574,0.0,3.154574,31.554798
對方,1,0,3.154574,0.0,3.154574,31.554798
導致沒有空檔只能單方面挨打,1,0,3.154574,0.0,3.154574,31.554798
小怪,1,0,3.154574,0.0,3.154574,31.554798
少數打到不爽的遊戲,1,0,3.154574,0.0,3.154574,31.554798
尤其對玩過一代的玩家而言,1,0,3.154574,0.0,3.154574,31.554798
尤其搭配上粗暴設計的地圖,1,0,3.154574,0.0,3.154574,31.554798
就如其他評論所述設計這種傳送逃走的移動只有兩個字評價,1,0,3.154574,0.0,3.154574,31.554798
就是大量,1,0,3.154574,0.0,3.154574,31.554798
就真的太過份,1,0,3.154574,0.0,3.154574,31.554798
就誕生了二代這個畫虎不成反類犬的畸形之作,1,0,3.154574,0.0,3.154574,31.554798
希望製作組不要灰心喪志,1,0,3.154574,0.0,3.154574,31.554798
希望見到留言的你,1,0,3.154574,0.0,3.154574,31.554798
底下列幾個不推的點,1,0,3.154574,0.0,3.154574,31.554798
建議喜愛一代的玩家購買前三思,1,0,3.154574,0.0,3.154574,31.554798
後期有難打的小怪我覺得可以接受,1,0,3.154574,0.0,3.154574,31.554798
怎麼絕大部分的小怪都過度活躍,1,0,3.154574,0.0,3.154574,31.554798
怪物的追擊能力太強,1,0,3.154574,0.0,3.154574,31.554798
怪物設計還算可以,1,0,3.154574,0.0,3.154574,31.554798
想仿魂類只會搞得困難,1,0,3.154574,0.0,3.154574,31.554798
我他媽的只能在那邊跳跳跳追著眼球敲,1,0,3.154574,0.0,3.154574,31.554798
我初始使用祭司,1,0,3.154574,0.0,3.154574,31.554798
我只要被攻擊到就是看著人飛來飛去準備去死,1,0,3.154574,0.0,3.154574,31.554798
我叫你快跑,1,0,3.154574,0.0,3.154574,31.554798
我就了解廣大網民們所言不虛,1,0,3.154574,0.0,3.154574,31.554798
我本來以為這是給人農素材的小boss,1,0,3.154574,0.0,3.154574,31.554798
我的罪已經被贖清,1,0,3.154574,0.0,3.154574,31.554798
我破完了,1,0,3.154574,0.0,3.154574,31.554798
我終於成功通關鹽與獻祭了,1,0,3.154574,0.0,3.154574,31.554798
或差異性的新鮮感,1,0,3.154574,0.0,3.154574,31.554798
或是有挑戰性的少數路段,1,0,3.154574,0.0,3.154574,31.554798
或有柳暗花明的感覺,1,0,3.154574,0.0,3.154574,31.554798
戰鬥設計上,1,0,3.154574,0.0,3.154574,31.554798
戰鬥過程就像玩家是用50,1,0,3.154574,0.0,3.154574,31.554798
所以馬上棄game即時止損,1,0,3.154574,0.0,3.154574,31.554798
手短的武器連摸也摸不到敵人就可以被連打至死,1,0,3.154574,0.0,3.154574,31.554798
手長,1,0,3.154574,0.0,3.154574,31.554798
打boss旁邊還有低能小怪會亂,1,0,3.154574,0.0,3.154574,31.554798
打完只有空虛跟寂寞,1,0,3.154574,0.0,3.154574,31.554798
打完尾王真的是爛的不可思議也沒有結局的感覺,1,0,3.154574,0.0,3.154574,31.554798
技的小怪,1,0,3.154574,0.0,3.154574,31.554798
技能太多,1,0,3.154574,0.0,3.154574,31.554798
技能樹沒多改,1,0,3.154574,0.0,3.154574,31.554798
拖沓,1,0,3.154574,0.0,3.154574,31.554798
拖玩家遊戲時數,1,0,3.154574,0.0,3.154574,31.554798
接著是防禦消耗耐力非常多,1,0,3.154574,0.0,3.154574,31.554798
搞不懂在衝三小,1,0,3.154574,0.0,3.154574,31.554798
撞完又撞,1,0,3.154574,0.0,3.154574,31.554798
撿魂不會還錢,1,0,3.154574,0.0,3.154574,31.554798
擊距離較短,1,0,3.154574,0.0,3.154574,31.554798
擊飛,1,0,3.154574,0.0,3.154574,31.554798
擒拿,1,0,3.154574,0.0,3.154574,31.554798
攻擊模式稍有差異,1,0,3.154574,0.0,3.154574,31.554798
敲掉漂浮眼球的下一個boss動作就是在召喚一個眼球放護盾,1,0,3.154574,0.0,3.154574,31.554798
敵方攻擊效果又是很大問題,1,0,3.154574,0.0,3.154574,31.554798
方为人上人,1,0,3.154574,0.0,3.154574,31.554798
是因為愛,1,0,3.154574,0.0,3.154574,31.554798
是要讓玩家自虐嗎,1,0,3.154574,0.0,3.154574,31.554798
智障無名洪流術士,1,0,3.154574,0.0,3.154574,31.554798
最主要一個非常非常不理解的點是,1,0,3.154574,0.0,3.154574,31.554798
最基本的蹬牆跳死活跳不上去,1,0,3.154574,0.0,3.154574,31.554798
最大的問題是,1,0,3.154574,0.0,3.154574,31.554798
最後幾個雜項,1,0,3.154574,0.0,3.154574,31.554798
最後我方防禦多數無法無傷之外還需要看方向,1,0,3.154574,0.0,3.154574,31.554798
最後被偃月刀騎士瞅準我能重新控制角色的一瞬間一套連招將我送回營地時,1,0,3.154574,0.0,3.154574,31.554798
會購買本作的很多都是看在一代的感動而入坑,1,0,3.154574,0.0,3.154574,31.554798
有夠浪費時間,1,0,3.154574,0.0,3.154574,31.554798
有著進行1次迴避只能安全攻擊1次的問題,1,0,3.154574,0.0,3.154574,31.554798
本作為了迎合,1,0,3.154574,0.0,3.154574,31.554798
本來用弓箭應該很容易解決漂浮眼球,1,0,3.154574,0.0,3.154574,31.554798
模式糟糕之外還設計了刷素材做裝備這種像是名正言順重複利用怪物,1,0,3.154574,0.0,3.154574,31.554798
此外小怪的,1,0,3.154574,0.0,3.154574,31.554798
此外類魂的英高惡意有點類似jump,1,0,3.154574,0.0,3.154574,31.554798
死一定次數才不再召喚眼球,1,0,3.154574,0.0,3.154574,31.554798
沒有什麼特殊效果,1,0,3.154574,0.0,3.154574,31.554798
沒有大家說的這麼糟嘛,1,0,3.154574,0.0,3.154574,31.554798
沒有想到必須點不推薦,1,0,3.154574,0.0,3.154574,31.554798
沒玩過1代,1,0,3.154574,0.0,3.154574,31.554798
法師還會瞬移要一直跑地圖追法師,1,0,3.154574,0.0,3.154574,31.554798
洋洋灑灑寫了這麼多就是對製作組仍然抱有期待,1,0,3.154574,0.0,3.154574,31.554798
