rank,bigram,frequency,relative_frequency_per_1000_bigrams
90,怪物的追擊能力太強 地圖中碰到的非大型敵人的跨越地形追擊能力太強了,1,3.333333
91,地圖中碰到的非大型敵人的跨越地形追擊能力太強了 再加上追擊時會同步攻擊,1,3.333333
92,再加上追擊時會同步攻擊 讓近戰型敵人搭配遠距型敵人的棘手程度很異常,1,3.333333
93,讓近戰型敵人搭配遠距型敵人的棘手程度很異常 不同類型敵人的頻率區分不夠明確,1,3.333333
94,不同類型敵人的頻率區分不夠明確 長武器的敵人的攻擊頻率,1,3.333333
95,長武器的敵人的攻擊頻率 玩家會預期攻速比較低,1,3.333333
96,玩家會預期攻速比較低 但是目前看到的中大型敵人的攻擊頻率都太高了,1,3.333333
97,但是目前看到的中大型敵人的攻擊頻率都太高了 我初始使用祭司,1,3.333333
98,我初始使用祭司 大棒的攻,1,3.333333
99,大棒的攻 擊距離較短,1,3.333333
100,擊距離較短 在遇到長兵器類型的敵人時,1,3.333333
