rank,bigram,frequency,relative_frequency_per_1000_bigrams
87,結論 戰鬥本身變得豐富有趣,1,2.087683
88,戰鬥本身變得豐富有趣 地圖探索過程倒吃甘蔗,1,2.087683
89,地圖探索過程倒吃甘蔗 玩到後面缺點習慣,1,2.087683
90,玩到後面缺點習慣 克服,1,2.087683
91,克服 了之後就不成阻礙,1,2.087683
92,了之後就不成阻礙 但地圖設計噁心明顯大於用心,1,2.087683
93,但地圖設計噁心明顯大於用心 連線合作做得不錯,1,2.087683
94,連線合作做得不錯 剛好可以克服不少噁心處,1,2.087683
95,剛好可以克服不少噁心處 感謝一路上陌生的玩家協助打boss與帶路,1,2.087683
96,感謝一路上陌生的玩家協助打boss與帶路 可以打折入手,1,2.087683
97,可以打折入手 但要有毅力玩完,1,2.087683
98,但要有毅力玩完 玩完會比較欣賞,1,2.087683
99,玩完會比較欣賞 如果有機會,1,2.087683
100,如果有機會 期待下一作得表現,1,2.087683
