recommendationid,steamid,num_games_owned,num_reviews,playtime_forever,playtime_last_two_weeks,playtime_at_review,deck_playtime_at_review,last_played,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,developer_response,timestamp_dev_responded,primarily_steam_deck
222237317,76561198994780802,0,18,1451,1451,562,,1775218707,schinese,♥♥♥♥,1775032455,1775032455,False,0,0,0.5,0,True,False,False,,,False
222167754,76561197985780038,1706,313,6839,1395,6839,,1774846873,english,exhausted.,1774954739,1774954739,True,1,1,0.523809552192687988,0,True,False,False,,,False
222075220,76561199188166114,23,6,2978,1778,1200,,1775957976,english,"Enemies camp ledges and attack with little to no cooldown, including bosses and mages. They are incredibly easy to stagger and generally vulnerable to rolling towards them and attacking from behind. Combat was never a major selling point for me in Sanctuary, but in Sacrifice, it is notably worse. 

With The Tireless Exalted, for example, they have four attacks — two slow staff slams, a fast censer slam, and a spirit-summoning animation (these spirits build up a status that can almost one-shot you when it procs). The first two attacks give the impression of being easy to punish, but the boss can just use their fast attack on a whim, encouraging you to stay at the edges of the arena to bait out their summoning attack where they're extremely vulnerable. Things change in P2 when one of their slams also summons spirit projectiles, but these otherwise lethal projectiles can be consistently avoided if you simply tank the initial slam and abuse your stagger I-frames afterward. The result is a counterintuitive boss that simply isn't fun to fight against.

Not all bosses and combat encounters are like this, but on the whole, the highest point of combat was simply inoffensiveness, with the lowest being frustration. There are also many other tangentially-related annoyances like: roaming mages spawning in small spaces and camping ledges, effectively blocking progression until they warp away; multiple mages (even the same two mages on rare occasion, and as many as three separate mages) fighting in the same area, wherein your best approach for survival is to simply *disengage* from combat entirely until it's over; hazeburnt enemies just being a general nuisance during mage hunts; mage hunts being more dangerous than the actual mages themselves.

That said, I did admittedly finish the game, and not begrudgingly. There was enough of the DNA of Sanctuary to make me stick around, as I did truly enjoy that game and its aesthetic. The hub world is cozy enough, traversal is more fun, and the weapon system is a change of pace (I'm personally indifferent to it). The first few starting areas were a bit lackluster, but the last two were actually interesting to explore and a nice change of scenery. If the combat was reworked to feel more engaging and less cheap (as well as making roaming mages more rare), I think I'd enjoy this game a lot more, but I can only recommend it if it's on sale, you enjoyed Sanctuary, and are willing to give it a chance.",1774841902,1774841902,True,0,0,0.5,0,True,False,False,,,False
222051190,76561198277475050,334,41,14,0,14,,1774641267,turkish,:/,1774816001,1774816001,False,0,0,0.5,0,True,False,False,,,False
221927148,76561199549288737,0,3,16418,1758,14234,,1775970808,spanish,esta chido,1774710967,1774710967,True,0,0,0.5,0,True,False,False,,,False
221768763,76561198083923755,0,18,1797,593,989,,1775967941,spanish,"Lo tengo en Epic, lo tuve que comprar ahí en su momento cuando salió a la venta, lo termine ahí a toda la campaña. Puedo decir que es un buen juego pero no esta a la altura de Salt and Sanctuary, si bien tiene algunas mejoraras como el multiplayer, posee una mecánica repetitiva que son las cacerías de Magos, las primeras veces está bien, ya pasado un rato el juego, empieza a aburrir y eso le quito encuentras memorables con los Bosses, en Salt and Sanctuary eran muchas más que acá y tienen un significado de estar, muchos en Salt and Sacriface esos boses están por estar, lo que importa acá son los magos, que son los boses principales para desbloquear puertas y así poder pasar. (y después te llenas de los mismos magos, genérico 1,2) pudo ser una buena idea. si los magos eran los justos y necesarios y los bosses fueran más y estos últimos sean los que te abrirían el camino para continuar. (cosa que si pasa en algunos pequeños casos)

Es un juego interesante, esta bien, a un buen precio mejor, pero es un poco peor a mi entender que el Salt and Sanctuary, que tiene una construcción del mapeado mucho mejor y la idea del juego la veo mejor que en este titulo.",1774552122,1774636366,True,1,0,0.502074718475341797,0,True,False,False,,,False
221832972,76561199201854037,78,4,888,592,250,,1775029432,schinese,很有意思，法爷搁这里面还是法爷,1774623263,1774623263,True,0,0,0.5,0,False,False,False,,,False
221757598,76561198306551020,0,1,2085,0,1699,20.0,1774715559,russian,"Душные боссы, за которыми нужно бегать по 10-15 минут, чтобы потом затыкать за 2. Сбор ресурсов с этих же душных боссов. Игра на 4 из 10",1774543285,1774543285,False,1,0,0.523809552192687988,0,True,False,False,,,False
149875580,76561198063562052,0,66,2714,1668,1045,,1775635033,schinese,时隔几年在来玩这游戏   果然还是大粪游戏    冠军那个图的怪物设计和地图陷阱 妥妥的大粪   喜欢我天花板跳下来一大堆匕首怪吗   你的重甲在匕首怪面前和纸一样    一个投技后在你倒地起身的时候又是一顿输出     匕首怪普通攻击打你刀刀出硬直   真的恶心至极   还有同地图的傻逼老鼠怪   哦  对了  这个傻逼图还特喜欢堆怪   被3个匕首怪追知道多绝望吗  ,1699632484,1774538761,False,1,0,0.482758641242980957,0,True,False,False,,,False
221616542,76561198021926788,0,2,363,45,195,,1775083438,italian,bueno,1774391574,1774391574,True,0,0,0.5,0,False,False,False,,,False
221533820,76561198452141789,0,2,1872,969,141,,1775962247,english,👍,1774309726,1774309726,True,0,0,0.492077440023422241,0,True,False,False,,,False
221497981,76561198354763756,0,31,3703,1997,202,,1775497256,brazilian,"Bom jogo, não sei  se mais na frente vai ter o mapa disponível, se não tiver vai ser uma decepção, é isso aí, por enquanto só faltou o mapa com o transportes rápidos...",1774280952,1774280952,True,0,0,0.5,0,True,False,False,,,False
219266707,76561198388406495,270,172,1296,0,1296,,1772110391,schinese,"Salt and Sacrifice

和好友Jylx联机打完了成就。

盐1在我心目中，是仅次于Hollow Knight的存在。盐2作出了很多大胆的尝试，最显著的是，它实际上是个联机游戏，类型中也是把“在线合作”放在第一位。联机导致游戏难度大大降低，两人一左一右开弓，能对任何怪无限削韧，打大部分boss也是信手拈来。不过怪物都是人均疯狗，明显看出不是单机玩家能够应付的。

很多怪还会击飞玩家。例如好友被击飞到墙下后，费了半天劲爬上来，结果又被击飞下去；或者两人站在悬崖边，忽然被霸王龙从后边双双顶飞下去（这霸王龙的肤色跟背景接近，所以很多时候很难看清它）；或者跑图时，一个不注意被陷阱击飞到遥远的远方...大概因为这些缘故，本作的坠落伤害非常低。

整个联机过程可以说非常欢乐，当然，大量重复的狩猎，也让人有些疲劳。而二代在美术风格和箱庭设计上，都完全不逊于一代，很多小怪的设计也很有感觉。但“狩猎”明显是个失败的设计，除却它对单机玩家不友好外，狩猎完的报酬也不尽人意，个人认为起码应该掉精良的武器和装备，这才足以让玩家获得狩猎成功后的成就感。

二代在其他不少地方也做了尝试，但个人认为同样都是较为失败的，这里就不一一阐述。如果有制作组想做类银河战士恶魔城类型游戏，那么完全可以把二代当做反面教材（很遗憾它落到了这种地步）。

注意：如果想一个周目全成就，需要1--在结局前备份存档；2--两个玩家都需在在结局前备份存档，否则其中一个玩家不会跳成就。",1772111729,1774227955,True,2,0,0.54356849193572998,0,False,False,False,,,False
221371552,76561198091775527,0,31,4075,0,4075,,1774168218,schinese,还不错，值得一玩，但是小怪设定太强，多周目可玩性较低，整体不如一代。,1774175629,1774175629,True,1,0,0.518518567085266113,0,True,False,False,,,False
154847375,76561198964087230,149,12,3742,0,3742,,1770945908,english,One of the mages is a trans woman so I love this game 10/10,1703977521,1774146445,True,2,0,0.548325955867767334,0,True,False,False,,,False
221310953,76561198256252865,58,12,2467,636,1055,,1775871085,english,One of my favourite games and a good succesor to the first in the series. the mixed reviews are really sad because it led to this game overall dying which sucks because it has great multiplayer and cooperative elements which are near impossible to do now.,1774124060,1774124060,True,2,0,0.535695195198059082,0,True,False,False,,,False
221284536,76561199032522141,0,23,3431,103,1157,,1775608650,brazilian,i jogo é bom dmais,1774107753,1774107753,False,0,0,0.494350284337997437,1,True,False,False,,,False
221267473,76561199172810652,322,6,4637,0,4637,,1768165484,hungarian,"Az első ilyen stílusú játék, amivel játszottam és nagyon tetszett. Eltartott egy darabig, amíg megszoktam az irányítást és azt, hogyan is működik ez a játék, de utána már nem volt megállás.
Szinte egyhuzamban vittem végig.",1774097449,1774097449,True,0,0,0.5,0,False,False,False,,,False
221253917,76561199142078273,117,69,669,0,278,,1774278059,english,gud,1774087538,1774087538,True,0,0,0.5,0,True,False,False,,,False
221199518,76561198808957132,507,53,306,0,306,,1733654714,turkish,OYUNUMA DOKUNANIN ALLAHINI SİKERİM 37,1774040996,1774040996,True,0,0,0.476190477609634399,0,True,False,False,,,False
221076522,76561199508337216,0,8,1912,0,1912,,1767324592,ukrainian,тіпа норм але не оч,1773951208,1773951208,True,0,0,0.5,0,True,False,False,,,False
220706253,76561198137880052,268,46,939,0,939,,1773542643,brazilian,"Um jogo que tenta sair do rotulo de Dark souls 2D, mas acabou virando uma mistura de Monster Hunter + Dark Souls em 2D.

07/10

O principal problema com certeza são as portas que precisam de Magos derrotados, muito chato.",1773542927,1773596751,True,0,0,0.5,0,True,False,False,,,False
164183537,76561198354710956,117,13,918,5,913,,1775747039,english,"真的是忍不住，反反复复差评又删掉，差评真没的说，真的设计的相当垃圾了,玩了才知道,最重要的：如果你是因为盐和避难所才玩的这个，那你有的受了",1714767198,1773565087,False,0,0,0.5,0,True,False,False,,,False
220538397,76561198316016002,166,8,1422,0,1331,,1773434929,english,"The game it's manageable in coop, but you need a friend because no much people online. Solo it's hard and the lasts zone pikes difficulty considerably.",1773371503,1773371503,False,2,1,0.465362697839736938,0,True,False,False,,,False
220514057,76561199170461970,33,1,1369,0,330,,1774374018,schinese,联机很好玩,1773343821,1773343821,True,0,0,0.5,0,False,False,False,,,False
220470005,76561198353355122,150,10,726,0,209,,1773564474,schinese,便宜，好玩,1773288734,1773288734,True,0,0,0.482195824384689331,0,True,False,False,,,False
220417942,76561199864874532,0,3,536,0,536,,1772051417,english,"Moderately fun game. Worse than the first game, though.",1773232544,1773232544,True,0,0,0.5,0,True,False,False,,,False
220406394,76561198166885149,519,452,18,0,18,,1773458259,schinese,"银河城和怪猎的缝合产物，在大地图中追BOSS刷素材。制作组大概想做一个2D怪猎，可惜BOSS设计得不是太好，听说联机体验还行。

美术和基本动作保留了前作特点，但游戏类型改变让一代玩家们大失所望，然后口碑就起不来了。
",1773215476,1773215599,True,3,0,0.540055572986602783,0,False,False,False,,,False
220347562,76561197979364356,0,43,2040,0,389,,1773679737,english,"Without a doubt the best part is the stunlocking and being thrown to gravity deaths. People say its not like Salt and Sanctuary, I disagree - its just as annoying - but there's something about it that makes you fight on.",1773148757,1773148757,True,2,1,0.519841313362121582,0,True,False,False,,,False
220124415,76561198845099569,99,19,1415,0,812,,1773411893,schinese,只要伤害够高玩起来就还行，不过小怪的疯狗位移和法师的复读粪招以及各种阴人陷阱其实体验都不太好，武器搭配我更喜欢前作主副手那样搭配而不是固定栏位,1772920591,1772920591,True,0,0,0.5,0,True,False,False,,,False
220077697,76561198349920964,108,2,206,0,199,,1772966956,schinese,屎,1772887589,1772887589,False,0,0,0.5,0,True,False,False,,,False
220064001,76561199837459095,164,55,892,0,892,,1772875220,schinese,游戏本身是不错的，无缝联机做的非常非常好，地图设计也很有水平，优质的类银。但是boss基本上太简单了，打了没感觉，没有地图很难受，最终boss强制开二周目更是幽默完了，纯逆天设计,1772875539,1772875767,True,0,1,0.5,0,False,False,False,,,False
220063900,76561199162814481,69,63,898,0,898,,1772875204,schinese,"一周目通关，中等水平的类银，地图做的很好，有好几张大图，每张大图设计都很好，顶级地图设计，剩下一般，支持无缝联机，可以一玩

但这游戏有一个傻逼设计，通关自动进入二周目，莫名其妙的",1772875461,1772875655,True,0,0,0.482195824384689331,0,False,False,False,,,False
219932898,76561199094324730,26,10,992,0,945,,1773176709,spanish,Buen juego para jugar con amigos TIENE CROSSPLAY!!!,1772756394,1772756394,True,0,0,0.5,0,True,False,False,,,False
214921556,76561199113554216,0,13,3469,0,3469,,1769364102,english,"I don't understand why people hate on this game so much, I mean I do, people like Salt and Sanctuary more and for some reasons beyond my comprehension that's the reason why this game sucks so much.

Let me get one thing straight, this isn't Salt and Sanctuary, it doesn't need to be, we should compare the games to each other sure they're sequels afterall, but not on this level, the game is good, even if you like Sanctuary more.

Salt and Sacrifice isn't just a ""2D Dark Souls"" like many people likes to claim, it borrows elements from Monster Hunter, and they fit right in a souls like game, since bosses having a weakness to specific elements is a trope in this genre, this fact alone made me appreciate the game even more, is always good to see creativity in this genre.

The things that made Sanctuary good are still here, the combat is meaty and fun, not as violent doe, I really liked the detail in the first game were blood would splatter on the walls and your weapon would be coated in blood after a counter attack, but this game still has strong tone and atmosphere, with a bigger and broader collor pallet, proving that you dont need to stick with black and white to make a dark fantasy setting work.

The graphics are a improvement from the first game, the drawings are more comprehensive and detailed, it no longer feels like the sketches of a edgy teenager (eventhough that is part of Ska Studio's apeal), but i feels like that teenager took some art classes and improved, the character design is still unique and creative, even if they're a little generic compared to Sanctuary.

I like the use of the black and white distortion when you devour a Mage, start a hunt or perform a counter it's used often enough to feel rewarding.

The new class of weapons, mainly the Vanguard weapons, are a huge welcome, I like the combos they have and the animations, the fact that each spell is tied to a weapon helps to streamline the game and make it less confusing.

The story is good, confusing and hard to understand? Yes, but that always been the case, in fact, I like the story of Sacrifice more than Sanctuary, because the stakes are more personal, when I got to Heart of Altarstone, defeated the last boss there, and use the Truth Elixir, it felt like one of the most rewarding reveals in a video game ever.

The game isn't perfect, one of the main attractions are the Mage hunts, but they do end up feeling repetitive towards the end, mainly because you do the same thing to hunt all of them and there's no real investigation going on, you just run around the map until they decide that's their time to die, it would be cool if each of them had a actual lair, like the bosses in Sanctuary, also just like the Guardians in this game, I would say that the fights with the Guardians are more unique than the ones with the mages.

But the Mage hunts proves to me how good the level design is, some areas feels baren because they're meant to be the little arenas you fight the mages in, but going around the map is organic and gets pretty chaotic, as the mobs summoned by the Mage fights the local mobs and each Mage fights each other fits right in with the storys narrative, these Mages are so powerful that they bend reality and what were doing is not apparently good or bad, as were doing a lot of damage just like the Mages by just hunting them.

One thing this game does better than Sanctuary is the use of the Tools compared to Brands, the Tools are fun to use and used often, and one of them is even used in combat, the star of the show, the grapple hook, it would be nice if we could use it on tall mobs rather than just Mages.

And because of the Monster Hunter inspiration, having to change strategies or load outs to defeat a specific Guardian or Mage never felt so rewarding, the difference you can have by just switching your weapon is huge, and you can also craft items tied to each mage, making each strategy even more reliable and fun to play.

Another improvement is that heavy armor isn't a huge hurdle like the first game, for starters, the debuff you get for having a carry weight close to your limit isn't as bad, and this game changed how the skill tree works so farming isn't as bad, the new system is so good they even changed Sanctuary's skill tree in the enchanted edition.

This game is a little easier than Sanctuary, well, at least I think, I played Sanctuary a lot and I'm pretty familiar with Ska studios games, but this and how they changed the skill tree only makes the game balanced, in the sense that any strategy is valid, every time I go online I always see someone wearing a completely different loadout.

The multi-player in this game is also a huge upgrade, it isn't as active like it was and being a invader is much harder that a cooperator, but it's so much fun, the game gets even more chaotic and so much strategy options reveal themselves.

Once there was 3 mages on the same arena, I was so much fun to see them fighting each other and for me to some how defeat all 3 of them, and a other time when I was a cooperator, a lot of people started to join in and it was pure chaos, 2 invaders showed up followed by each one of their opposite factions, everyone was scrambling figuring our what to do.

I love this game, that's it, and this is coming from someone that played a lot of Sanctuary too, I can't really decide on with one I like better because both of them are so different, but this game can carry itself on he's own well enough.",1767364206,1772755379,True,1,1,0.498284131288528442,0,True,False,False,,,False
219900442,76561198056477655,0,45,1060,0,1060,1060.0,1772732622,english,"The levels are not optimised for the various mages, the DPS is way too high, being able to be air-juggled to death is not fun and heavy armour feels like a worthless investment. Also, no proper respeccing, respec one at a time for a limited number; too bad if you specced into heavy armor or a bad weapon :)
Oh, and good luck finding nearly anything, you need to hunt everything to death and then some.

If the difficulty was toned down to less then ""die in two hits to a combo you cannot break out of"" it's be fine, but right now? Nah, avoid this like the plague. Go play Salt and Sanctuary, that was fun (unless the backported some of these terrible machanics...)",1772732805,1772732805,False,3,0,0.465362697839736938,0,True,False,False,,,True
219895804,76561198071547519,221,70,412,0,282,,1773358913,schinese,这游戏没说的那么烂啊？玩了5个小时没感觉到有什么恶心的点，还是说刚发售时的痛点都改了？反正空中无限连是看不到了。跑图和打怪手感跟一代盐于避难所简直一样，感觉就是换了一种模式的1代，应该不至于那么多差评。,1772729122,1772729122,True,0,0,0.5,0,True,False,False,,,False
219713068,76561198348639947,168,12,1750,0,1750,,1772549507,russian,"Ska studios попытались сделать нечто интересное, но переборщили с интересом и получилось душно. В сравнение с первой частью, в этой визуал стал лучше, а всё остальное гораздо хуже. Боссы визуально прикольные, но сами по себе ♥♥♥♥♥, локации стали ярче, но слишком сильно они запутаны. Так же Sacriface заимствует слишком много элементов из прошлой части, так что получилась не новая самостоятельная часть, а какой-то спинофф, причём не самый лучший",1772549877,1772549877,False,0,0,0.5,0,True,False,False,,,False
219661518,76561198120511098,0,534,19,0,19,,1772483915,english,"One of the worst games I have ever played - awful controls, enemies with spamming attacks, horrible sound design and an overall convoluted EVERYTHING. Animations, characters and everything in-between is ugly and hard to look at, even the playable character. 

1/10",1772483991,1772484013,False,3,2,0.313157498836517334,0,False,False,False,,,False
