token,negative_frequency,positive_frequency,negative_relative_per_1000,positive_relative_per_1000,difference_per_1000,log_ratio
조금,2,0,2.621232,0.0,2.621232,31.287598
존재,2,0,2.621232,0.0,2.621232,31.287598
좋은,2,0,2.621232,0.0,2.621232,31.287598
주지,2,0,2.621232,0.0,2.621232,31.287598
특정,2,0,2.621232,0.0,2.621232,31.287598
피로감이,2,0,2.621232,0.0,2.621232,31.287598
아닌,3,1,3.931848,2.444988,1.48686,0.68538
진짜,3,1,3.931848,2.444988,1.48686,0.68538
10번을,1,0,1.310616,0.0,1.310616,30.287598
1편에,1,0,1.310616,0.0,1.310616,30.287598
1편에서의,1,0,1.310616,0.0,1.310616,30.287598
1편으로,1,0,1.310616,0.0,1.310616,30.287598
1편이,1,0,1.310616,0.0,1.310616,30.287598
1편했다가,1,0,1.310616,0.0,1.310616,30.287598
2d,1,0,1.310616,0.0,1.310616,30.287598
2d인데,1,0,1.310616,0.0,1.310616,30.287598
2편,1,0,1.310616,0.0,1.310616,30.287598
2편은,1,0,1.310616,0.0,1.310616,30.287598
2편이,1,0,1.310616,0.0,1.310616,30.287598
3스테이지에서,1,0,1.310616,0.0,1.310616,30.287598
b형,1,0,1.310616,0.0,1.310616,30.287598
ctrl,1,0,1.310616,0.0,1.310616,30.287598
or,1,0,1.310616,0.0,1.310616,30.287598
가까이,1,0,1.310616,0.0,1.310616,30.287598
가드,1,0,1.310616,0.0,1.310616,30.287598
가드한채로,1,0,1.310616,0.0,1.310616,30.287598
가득하였는데,1,0,1.310616,0.0,1.310616,30.287598
가장,1,0,1.310616,0.0,1.310616,30.287598
감안하고서도,1,0,1.310616,0.0,1.310616,30.287598
갑자기,1,0,1.310616,0.0,1.310616,30.287598
강력한,1,0,1.310616,0.0,1.310616,30.287598
강렬한,1,0,1.310616,0.0,1.310616,30.287598
강화,1,0,1.310616,0.0,1.310616,30.287598
같은걸로,1,0,1.310616,0.0,1.310616,30.287598
같이,1,0,1.310616,0.0,1.310616,30.287598
개같다,1,0,1.310616,0.0,1.310616,30.287598
개병신겜,1,0,1.310616,0.0,1.310616,30.287598
개성,1,0,1.310616,0.0,1.310616,30.287598
개성이,1,0,1.310616,0.0,1.310616,30.287598
개인적으로는,1,0,1.310616,0.0,1.310616,30.287598
개형편없어짐,1,0,1.310616,0.0,1.310616,30.287598
거라서,1,0,1.310616,0.0,1.310616,30.287598
거리를,1,0,1.310616,0.0,1.310616,30.287598
걸렸습니다,1,0,1.310616,0.0,1.310616,30.287598
걸맞는,1,0,1.310616,0.0,1.310616,30.287598
걸쳐나오는,1,0,1.310616,0.0,1.310616,30.287598
겁나,1,0,1.310616,0.0,1.310616,30.287598
겁나없게,1,0,1.310616,0.0,1.310616,30.287598
것과,1,0,1.310616,0.0,1.310616,30.287598
것이라고,1,0,1.310616,0.0,1.310616,30.287598
게임들이,1,0,1.310616,0.0,1.310616,30.287598
게임만의,1,0,1.310616,0.0,1.310616,30.287598
게임에,1,0,1.310616,0.0,1.310616,30.287598
게임에서,1,0,1.310616,0.0,1.310616,30.287598
게임으로,1,0,1.310616,0.0,1.310616,30.287598
게임이라는걸,1,0,1.310616,0.0,1.310616,30.287598
게임이지만,1,0,1.310616,0.0,1.310616,30.287598
게임인데,1,0,1.310616,0.0,1.310616,30.287598
게임처럼,1,0,1.310616,0.0,1.310616,30.287598
결론은,1,0,1.310616,0.0,1.310616,30.287598
경험을,1,0,1.310616,0.0,1.310616,30.287598
계속해야될,1,0,1.310616,0.0,1.310616,30.287598
고라니인지,1,0,1.310616,0.0,1.310616,30.287598
고양이똥맛,1,0,1.310616,0.0,1.310616,30.287598
곳에,1,0,1.310616,0.0,1.310616,30.287598
곳에서,1,0,1.310616,0.0,1.310616,30.287598
곳이,1,0,1.310616,0.0,1.310616,30.287598
공간을,1,0,1.310616,0.0,1.310616,30.287598
공격력만,1,0,1.310616,0.0,1.310616,30.287598
공격하여,1,0,1.310616,0.0,1.310616,30.287598
공략이,1,0,1.310616,0.0,1.310616,30.287598
공장의,1,0,1.310616,0.0,1.310616,30.287598
과함,1,0,1.310616,0.0,1.310616,30.287598
괴물들로부터,1,0,1.310616,0.0,1.310616,30.287598
구르기,1,0,1.310616,0.0,1.310616,30.287598
구른,1,0,1.310616,0.0,1.310616,30.287598
구리고,1,0,1.310616,0.0,1.310616,30.287598
구림,1,0,1.310616,0.0,1.310616,30.287598
구매하지,1,0,1.310616,0.0,1.310616,30.287598
구입했지만,1,0,1.310616,0.0,1.310616,30.287598
굴러도,1,0,1.310616,0.0,1.310616,30.287598
그것마저,1,0,1.310616,0.0,1.310616,30.287598
그곳의,1,0,1.310616,0.0,1.310616,30.287598
그대로,1,0,1.310616,0.0,1.310616,30.287598
그래서,1,0,1.310616,0.0,1.310616,30.287598
그래픽은,1,0,1.310616,0.0,1.310616,30.287598
그러면서,1,0,1.310616,0.0,1.310616,30.287598
그럭저럭,1,0,1.310616,0.0,1.310616,30.287598
그런,1,0,1.310616,0.0,1.310616,30.287598
그런거임,1,0,1.310616,0.0,1.310616,30.287598
그럼,1,0,1.310616,0.0,1.310616,30.287598
그럼에도,1,0,1.310616,0.0,1.310616,30.287598
그릇이,1,0,1.310616,0.0,1.310616,30.287598
그만이거든요,1,0,1.310616,0.0,1.310616,30.287598
그저,1,0,1.310616,0.0,1.310616,30.287598
그점을,1,0,1.310616,0.0,1.310616,30.287598
극복해,1,0,1.310616,0.0,1.310616,30.287598
극혐인,1,0,1.310616,0.0,1.310616,30.287598
기능도,1,0,1.310616,0.0,1.310616,30.287598
기능은,1,0,1.310616,0.0,1.310616,30.287598
기다리는겁니다,1,0,1.310616,0.0,1.310616,30.287598
기대가,1,0,1.310616,0.0,1.310616,30.287598
기대는,1,0,1.310616,0.0,1.310616,30.287598
기대도,1,0,1.310616,0.0,1.310616,30.287598
기대치가,1,0,1.310616,0.0,1.310616,30.287598
기억과,1,0,1.310616,0.0,1.310616,30.287598
기현상과,1,0,1.310616,0.0,1.310616,30.287598
길찾기가,1,0,1.310616,0.0,1.310616,30.287598
깊게,1,0,1.310616,0.0,1.310616,30.287598
까지면,1,0,1.310616,0.0,1.310616,30.287598
깔아놨네,1,0,1.310616,0.0,1.310616,30.287598
깨닫고,1,0,1.310616,0.0,1.310616,30.287598
깨닫는데에,1,0,1.310616,0.0,1.310616,30.287598
끌린다,1,0,1.310616,0.0,1.310616,30.287598
나가는,1,0,1.310616,0.0,1.310616,30.287598
나라,1,0,1.310616,0.0,1.310616,30.287598
나에게,1,0,1.310616,0.0,1.310616,30.287598
나오는건,1,0,1.310616,0.0,1.310616,30.287598
나의,1,0,1.310616,0.0,1.310616,30.287598
나지만,1,0,1.310616,0.0,1.310616,30.287598
나한테,1,0,1.310616,0.0,1.310616,30.287598
낙사,1,0,1.310616,0.0,1.310616,30.287598
난다,1,0,1.310616,0.0,1.310616,30.287598
난이도를,1,0,1.310616,0.0,1.310616,30.287598
남게해주세요,1,0,1.310616,0.0,1.310616,30.287598
남지,1,0,1.310616,0.0,1.310616,30.287598
낮아진,1,0,1.310616,0.0,1.310616,30.287598
내재된,1,0,1.310616,0.0,1.310616,30.287598
너님이,1,0,1.310616,0.0,1.310616,30.287598
넘게,1,0,1.310616,0.0,1.310616,30.287598
넘어가더니,1,0,1.310616,0.0,1.310616,30.287598
넘어왔는데,1,0,1.310616,0.0,1.310616,30.287598
넣어줘야,1,0,1.310616,0.0,1.310616,30.287598
노력하셔서,1,0,1.310616,0.0,1.310616,30.287598
노루인지,1,0,1.310616,0.0,1.310616,30.287598
높아진,1,0,1.310616,0.0,1.310616,30.287598
누군가의,1,0,1.310616,0.0,1.310616,30.287598
눈을,1,0,1.310616,0.0,1.310616,30.287598
느꼈던,1,0,1.310616,0.0,1.310616,30.287598
늘린,1,0,1.310616,0.0,1.310616,30.287598
다같이,1,0,1.310616,0.0,1.310616,30.287598
다니다가,1,0,1.310616,0.0,1.310616,30.287598
다소,1,0,1.310616,0.0,1.310616,30.287598
다양한,1,0,1.310616,0.0,1.310616,30.287598
다음작품은,1,0,1.310616,0.0,1.310616,30.287598
다크소울,1,0,1.310616,0.0,1.310616,30.287598
단점들은,1,0,1.310616,0.0,1.310616,30.287598
단조롭고,1,0,1.310616,0.0,1.310616,30.287598
